Rank,Company Name,Official / Legal Name,Slug,Ticker Symbol,Stock Exchange,Market Cap,Country,Country Code (ISO-2),Headquarters,Industry,Sub-Industry,Official Website URL,Official Careers Portal URL
1141,Nueva Expresión TextilNXT.MC,Nueva Expresión TextilNXT.MC Corp,nueva-expresion-textil,NUEVA-EX,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.nueva-expresion-textil.com,https://www.nueva-expresion-textil.com/careers
1142,"Amper, S.A.AMP.MC","Amper, S.A.AMP.MC Corp",amper-sa,AMPER-SA,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.amper-sa.com,https://www.amper-sa.com/careers
1143,Global Dominion AccessDOM.MC,Global Dominion AccessDOM.MC Corp,global-dominion-access,GLOBAL-D,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.global-dominion-access.com,https://www.global-dominion-access.com/careers
1144,Soltec Power HoldingsSOL.MC,Soltec Power HoldingsSOL.MC Corp,soltec-power-holdings,SOLTEC-P,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.soltec-power-holdings.com,https://www.soltec-power-holdings.com/careers
1145,Alantra PartnersALNT.MC,Alantra PartnersALNT.MC Corp,alantra-partners,ALANTRA-,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.alantra-partners.com,https://www.alantra-partners.com/careers
1146,Talgo S.A.TLGO.MC,Talgo S.A.TLGO.MC Corp,talgo-sa,TALGO-SA,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.talgo-sa.com,https://www.talgo-sa.com/careers
1147,ErcrosECR.MC,ErcrosECR.MC Corp,ercros,ERCROS,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.ercros.com,https://www.ercros.com/careers
1148,Vitruvio Real EstateYVIT.MC,Vitruvio Real EstateYVIT.MC Corp,vitruvio-real-estate,VITRUVIO,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.vitruvio-real-estate.com,https://www.vitruvio-real-estate.com/careers
1149,Inmobiliaria del SurISUR.MC,Inmobiliaria del SurISUR.MC Corp,inmobiliaria-del-sur,INMOBILI,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.inmobiliaria-del-sur.com,https://www.inmobiliaria-del-sur.com/careers
1150,izertisIZER.MC,izertisIZER.MC Corp,izertis,IZERTIS,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.izertis.com,https://www.izertis.com/careers
1151,Azkoyen S.A.AZK.MC,Azkoyen S.A.AZK.MC Corp,azkoyen,AZKOYEN,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.azkoyen.com,https://www.azkoyen.com/careers
1152,Árima Real EstateARM.MC,Árima Real EstateARM.MC Corp,arima-real-estate,ARIMA-RE,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.arima-real-estate.com,https://www.arima-real-estate.com/careers
1153,Oryzon GenomicsORY.MC,Oryzon GenomicsORY.MC Corp,oryzon-genomics,ORYZON-G,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.oryzon-genomics.com,https://www.oryzon-genomics.com/careers
1154,EcoenerENER.MC,EcoenerENER.MC Corp,ecoener,ECOENER,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.ecoener.com,https://www.ecoener.com/careers
1155,"Secuoya, Grupo de Comunicación, S.A.SEC.MC","Secuoya, Grupo de Comunicación, S.A.SEC.MC Corp",secuoya-grupo-de-comunicacion-sa,SECUOYA-,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.secuoya-grupo-de-comunicacion-sa.com,https://www.secuoya-grupo-de-comunicacion-sa.com/careers
1156,"Prim, S.A.PRM.MC","Prim, S.A.PRM.MC Corp",prim-sa,PRIM-SA,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.prim-sa.com,https://www.prim-sa.com/careers
1157,Laboratorio Reig JofreRJF.MC,Laboratorio Reig JofreRJF.MC Corp,laboratorio-reig-jofre,LABORATO,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.laboratorio-reig-jofre.com,https://www.laboratorio-reig-jofre.com/careers
1158,Iberpapel GestiónIBG.MC,Iberpapel GestiónIBG.MC Corp,iberpapel-gestion,IBERPAPE,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.iberpapel-gestion.com,https://www.iberpapel-gestion.com/careers
1159,Squirrel MediaSQRL.MC,Squirrel MediaSQRL.MC Corp,squirrel-media,SQUIRREL,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.squirrel-media.com,https://www.squirrel-media.com/careers
1160,Olimpo Real EstateYORE.MC,Olimpo Real EstateYORE.MC Corp,olimpo-real-estate,OLIMPO-R,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.olimpo-real-estate.com,https://www.olimpo-real-estate.com/careers
1161,Atrys HealthATRY.MC,Atrys HealthATRY.MC Corp,atrys-health,ATRYS-HE,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.atrys-health.com,https://www.atrys-health.com/careers
1162,DeoleoOLE.MC,DeoleoOLE.MC Corp,deoleo-sa,DEOLEO-S,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.deoleo-sa.com,https://www.deoleo-sa.com/careers
1163,Lafinca Global AssetsYLFG.MC,Lafinca Global AssetsYLFG.MC Corp,lafinca-global-assets,LAFINCA-,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.lafinca-global-assets.com,https://www.lafinca-global-assets.com/careers
1164,Naturhouse HealthNTH.MC,Naturhouse HealthNTH.MC Corp,naturhouse-health,NATURHOU,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.naturhouse-health.com,https://www.naturhouse-health.com/careers
1165,Nicolás CorreaNEA.MC,Nicolás CorreaNEA.MC Corp,nicolas-correa,NICOLAS-,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.nicolas-correa.com,https://www.nicolas-correa.com/careers
1166,SNGULARSNG.MC,SNGULARSNG.MC Corp,sngular-singular-people,SNGULAR-,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.sngular-singular-people.com,https://www.sngular-singular-people.com/careers
1167,Duro FelgueraMDF.MC,Duro FelgueraMDF.MC Corp,duro-felguera,DURO-FEL,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.duro-felguera.com,https://www.duro-felguera.com/careers
1168,VocentoVOC.MC,VocentoVOC.MC Corp,vocento,VOCENTO,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.vocento.com,https://www.vocento.com/careers
1169,WallboxWBX,WallboxWBX Corp,wallbox,WALLBOX,BME,EUR € Live Tracked,Spain,ES,Spain Headquarters,Commercial Enterprise,Operating Business,https://www.wallbox.com,https://www.wallbox.com/careers
1170,UniCreditUCG.MI,UniCreditUCG.MI Corp,unicredit,UNICREDI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.unicredit.com,https://www.unicredit.com/careers
1171,Intesa SanpaoloISP.MI,Intesa SanpaoloISP.MI Corp,intesa-sanpaolo,INTESA-S,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.intesa-sanpaolo.com,https://www.intesa-sanpaolo.com/careers
1172,EnelENEL.MI,EnelENEL.MI Corp,enel,ENEL,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.enel.com,https://www.enel.com/careers
1173,ENIE,ENIE Corp,eni,ENI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.eni.com,https://www.eni.com/careers
1174,GeneraliG.MI,GeneraliG.MI Corp,generali,GENERALI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.generali.com,https://www.generali.com/careers
1175,FerrariRACE,FerrariRACE Corp,ferrari,FERRARI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.ferrari.com,https://www.ferrari.com/careers
1176,Banca Monte dei Paschi di SienaBMPS.MI,Banca Monte dei Paschi di SienaBMPS.MI Corp,banca-monte-dei-paschi-di-siena,BANCA-MO,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.banca-monte-dei-paschi-di-siena.com,https://www.banca-monte-dei-paschi-di-siena.com/careers
1177,LeonardoLDO.MI,LeonardoLDO.MI Corp,leonardo,LEONARDO,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.leonardo.com,https://www.leonardo.com/careers
1178,BPER BancaBPE.MI,BPER BancaBPE.MI Corp,bper-banca,BPER-BAN,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.bper-banca.com,https://www.bper-banca.com/careers
1179,Banco BPMBAMI.MI,Banco BPMBAMI.MI Corp,banco-bpm,BANCO-BP,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.banco-bpm.com,https://www.banco-bpm.com/careers
1180,MediobancaMB.MI,MediobancaMB.MI Corp,mediobanca,MEDIOBAN,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.mediobanca.com,https://www.mediobanca.com/careers
1181,SnamSRG.MI,SnamSRG.MI Corp,snam,SNAM,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.snam.com,https://www.snam.com/careers
1182,TernaTRN.MI,TernaTRN.MI Corp,terna,TERNA,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.terna.com,https://www.terna.com/careers
1183,TechnoprobeTPRO.MI,TechnoprobeTPRO.MI Corp,technoprobe,TECHNOPR,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.technoprobe.com,https://www.technoprobe.com/careers
1184,Unipol AssicurazioniUNI.MI,Unipol AssicurazioniUNI.MI Corp,unipol-gruppo,UNIPOL-G,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.unipol-gruppo.com,https://www.unipol-gruppo.com/careers
1185,Bending SpoonsBSP,Bending SpoonsBSP Corp,bending-spoons,BENDING-,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.bending-spoons.com,https://www.bending-spoons.com/careers
1186,MonclerMONC.MI,MonclerMONC.MI Corp,moncler,MONCLER,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.moncler.com,https://www.moncler.com/careers
1187,Prada1913.HK,Prada1913.HK Corp,prada,PRADA,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.prada.com,https://www.prada.com/careers
1188,ItalgasIG.MI,ItalgasIG.MI Corp,italgas,ITALGAS,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.italgas.com,https://www.italgas.com/careers
1189,EdisonEDNR.MI,EdisonEDNR.MI Corp,edison,EDISON,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.edison.com,https://www.edison.com/careers
1190,SaipemSPM.MI,SaipemSPM.MI Corp,saipem,SAIPEM,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.saipem.com,https://www.saipem.com/careers
1191,Banca Popolare di SondrioBPSO.MI,Banca Popolare di SondrioBPSO.MI Corp,banca-popolare-di-sondrio,BANCA-PO,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.banca-popolare-di-sondrio.com,https://www.banca-popolare-di-sondrio.com/careers
1192,Banca GeneraliBGN.MI,Banca GeneraliBGN.MI Corp,banca-generali,BANCA-GE,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.banca-generali.com,https://www.banca-generali.com/careers
1193,A2AA2A.MI,A2AA2A.MI Corp,a2a,A2A,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.a2a.com,https://www.a2a.com/careers
1194,Davide Campari-MilanoCPR.MI,Davide Campari-MilanoCPR.MI Corp,campari,CAMPARI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.campari.com,https://www.campari.com/careers
1195,Credito EmilianoCE.MI,Credito EmilianoCE.MI Corp,credito-emiliano,CREDITO-,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.credito-emiliano.com,https://www.credito-emiliano.com/careers
1196,Hera GroupHER.MI,Hera GroupHER.MI Corp,hera,HERA,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.hera.com,https://www.hera.com/careers
1197,De' LonghiDLG.MI,De' LonghiDLG.MI Corp,delonghi,DELONGHI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.delonghi.com,https://www.delonghi.com/careers
1198,Lottomatica GroupLTMC.MI,Lottomatica GroupLTMC.MI Corp,lottomatica-group,LOTTOMAT,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.lottomatica-group.com,https://www.lottomatica-group.com/careers
1199,SOL S.p.A.SOL.MI,SOL S.p.A.SOL.MI Corp,sol-italy,SOL-ITAL,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.sol-italy.com,https://www.sol-italy.com/careers
1200,Brunello CucinelliBC.MI,Brunello CucinelliBC.MI Corp,brunello-cucinelli,BRUNELLO,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.brunello-cucinelli.com,https://www.brunello-cucinelli.com/careers
1201,Azimut HoldingAZM.MI,Azimut HoldingAZM.MI Corp,azimut-holding,AZIMUT-H,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.azimut-holding.com,https://www.azimut-holding.com/careers
1202,Danieli &amp; C. Officine MeccanicheDAN.MI,Danieli &amp; C. Officine MeccanicheDAN.MI Corp,danieli-c-officine-meccaniche,DANIELI-,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.danieli-c-officine-meccaniche.com,https://www.danieli-c-officine-meccaniche.com/careers
1203,NexiNEXI.MI,NexiNEXI.MI Corp,nexi,NEXI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.nexi.com,https://www.nexi.com/careers
1204,Stevanato GroupSTVN,Stevanato GroupSTVN Corp,stevanato,STEVANAT,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.stevanato.com,https://www.stevanato.com/careers
1205,ACEAACE.MI,ACEAACE.MI Corp,acea,ACEA,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.acea.com,https://www.acea.com/careers
1206,FincantieriFCT.MI,FincantieriFCT.MI Corp,fincantieri,FINCANTI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.fincantieri.com,https://www.fincantieri.com/careers
1207,Maire TecnimontMAIRE.MI,Maire TecnimontMAIRE.MI Corp,maire-tecnimont,MAIRE-TE,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.maire-tecnimont.com,https://www.maire-tecnimont.com/careers
1208,Iveco GroupIVG.MI,Iveco GroupIVG.MI Corp,iveco-group,IVECO-GR,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.iveco-group.com,https://www.iveco-group.com/careers
1209,Interpump GroupIP.MI,Interpump GroupIP.MI Corp,interpump-group,INTERPUM,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.interpump-group.com,https://www.interpump-group.com/careers
1210,ReplyREY.MI,ReplyREY.MI Corp,reply,REPLY,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.reply.com,https://www.reply.com/careers
1211,DiaSorinDIA.MI,DiaSorinDIA.MI Corp,diasorin,DIASORIN,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.diasorin.com,https://www.diasorin.com/careers
1212,IrenIRE.MI,IrenIRE.MI Corp,iren,IREN,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.iren.com,https://www.iren.com/careers
1213,ERGERG.MI,ERGERG.MI Corp,erg,ERG,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.erg.com,https://www.erg.com/careers
1214,Ermenegildo ZegnaZGN,Ermenegildo ZegnaZGN Corp,ermenegildo-zegna,ERMENEGI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.ermenegildo-zegna.com,https://www.ermenegildo-zegna.com/careers
1215,BremboBRE.MI,BremboBRE.MI Corp,brembo,BREMBO,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.brembo.com,https://www.brembo.com/careers
1216,Carel IndustriesCRL.MI,Carel IndustriesCRL.MI Corp,carel-industries,CAREL-IN,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.carel-industries.com,https://www.carel-industries.com/careers
1217,AmplifonAMP.MI,AmplifonAMP.MI Corp,amplifon,AMPLIFON,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.amplifon.com,https://www.amplifon.com/careers
1218,TechnogymTGYM.MI,TechnogymTGYM.MI Corp,technogym,TECHNOGY,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.technogym.com,https://www.technogym.com/careers
1219,ENAVENAV.MI,ENAVENAV.MI Corp,enav,ENAV,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.enav.com,https://www.enav.com/careers
1220,Anima HoldingANIM.MI,Anima HoldingANIM.MI Corp,anima-holding,ANIMA-HO,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.anima-holding.com,https://www.anima-holding.com/careers
1221,CementirCEM.MI,CementirCEM.MI Corp,cementir,CEMENTIR,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.cementir.com,https://www.cementir.com/careers
1222,Webuild S.p.A.WBD.MI,Webuild S.p.A.WBD.MI Corp,webuild,WEBUILD,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.webuild.com,https://www.webuild.com/careers
1223,Banco di Desio e della BrianzaBDB.MI,Banco di Desio e della BrianzaBDB.MI Corp,banco-di-desio-e-della-brianza,BANCO-DI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.banco-di-desio-e-della-brianza.com,https://www.banco-di-desio-e-della-brianza.com/careers
1224,MFE-MediaforeuropeMFEA.MI,MFE-MediaforeuropeMFEA.MI Corp,mfe-mediaforeurope,MFE-MEDI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.mfe-mediaforeurope.com,https://www.mfe-mediaforeurope.com/careers
1225,Salvatore FerragamoSFER.MI,Salvatore FerragamoSFER.MI Corp,salvatore-ferragamo,SALVATOR,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.salvatore-ferragamo.com,https://www.salvatore-ferragamo.com/careers
1226,OVS S.p.A.OVS.MI,OVS S.p.A.OVS.MI Corp,ovs-spa,OVS-SPA,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.ovs-spa.com,https://www.ovs-spa.com/careers
1227,Cembre S.p.A.CMB.MI,Cembre S.p.A.CMB.MI Corp,cembre-spa,CEMBRE-S,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.cembre-spa.com,https://www.cembre-spa.com/careers
1228,SeSa S.p.A.SES.MI,SeSa S.p.A.SES.MI Corp,sesa,SESA,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.sesa.com,https://www.sesa.com/careers
1229,Comer IndustriesCOM.MI,Comer IndustriesCOM.MI Corp,comer-industries,COMER-IN,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.comer-industries.com,https://www.comer-industries.com/careers
1230,SanlorenzoSL.MI,SanlorenzoSL.MI Corp,sanlorenzo,SANLOREN,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.sanlorenzo.com,https://www.sanlorenzo.com/careers
1231,Ariston HoldingARIS.MI,Ariston HoldingARIS.MI Corp,ariston-holding,ARISTON-,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.ariston-holding.com,https://www.ariston-holding.com/careers
1232,Avio S.p.A.AVIO.MI,Avio S.p.A.AVIO.MI Corp,avio-spa,AVIO-SPA,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.avio-spa.com,https://www.avio-spa.com/careers
1233,B.F. S.p.A.BFG.MI,B.F. S.p.A.BFG.MI Corp,bfspa,BFSPA,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.bfspa.com,https://www.bfspa.com/careers
1234,EL.En. S.p.A. (Elen Group)ELN.MI,EL.En. S.p.A. (Elen Group)ELN.MI Corp,elen-group,ELEN-GRO,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.elen-group.com,https://www.elen-group.com/careers
1235,ItalmobiliareITM.MI,ItalmobiliareITM.MI Corp,italmobiliare,ITALMOBI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.italmobiliare.com,https://www.italmobiliare.com/careers
1236,Industrie De NoraDNR.MI,Industrie De NoraDNR.MI Corp,industrie-de-nora,INDUSTRI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.industrie-de-nora.com,https://www.industrie-de-nora.com/careers
1237,Rai WayRWAY.MI,Rai WayRWAY.MI Corp,rai-way,RAI-WAY,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.rai-way.com,https://www.rai-way.com/careers
1238,Moltiply Group (Gruppo Mutuionline)MOL.MI,Moltiply Group (Gruppo Mutuionline)MOL.MI Corp,moltiply-group,MOLTIPLY,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.moltiply-group.com,https://www.moltiply-group.com/careers
1239,IntercosICOS.MI,IntercosICOS.MI Corp,intercos,INTERCOS,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.intercos.com,https://www.intercos.com/careers
1240,Alerion Clean PowerARN.MI,Alerion Clean PowerARN.MI Corp,alerion-clean-power,ALERION-,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.alerion-clean-power.com,https://www.alerion-clean-power.com/careers
1241,Rosetti MarinoYRM.MI,Rosetti MarinoYRM.MI Corp,rosetti-marino,ROSETTI-,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.rosetti-marino.com,https://www.rosetti-marino.com/careers
1242,FerrettiF3T1.F,FerrettiF3T1.F Corp,ferretti,FERRETTI,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.ferretti.com,https://www.ferretti.com/careers
1243,Banca IFISIF.MI,Banca IFISIF.MI Corp,banca-ifis,BANCA-IF,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.banca-ifis.com,https://www.banca-ifis.com/careers
1244,GVS S.p.A.GVS.MI,GVS S.p.A.GVS.MI Corp,gvs-spa,GVS-SPA,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.gvs-spa.com,https://www.gvs-spa.com/careers
1245,PharmanutraPHN.MI,PharmanutraPHN.MI Corp,pharmanutra,PHARMANU,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.pharmanutra.com,https://www.pharmanutra.com/careers
1246,Wiit S.p.A.WIIT.MI,Wiit S.p.A.WIIT.MI Corp,wiit,WIIT,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.wiit.com,https://www.wiit.com/careers
1247,REVO Insurance S.p.A.REVO.MI,REVO Insurance S.p.A.REVO.MI Corp,revo-insurance,REVO-INS,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.revo-insurance.com,https://www.revo-insurance.com/careers
1248,TinextaTNXT.MI,TinextaTNXT.MI Corp,tinexta,TINEXTA,Borsa Italiana,EUR € Live Tracked,Italy,IT,Italy Headquarters,Commercial Enterprise,Operating Business,https://www.tinexta.com,https://www.tinexta.com/careers
